type;item;name;minAmount;maxAmount;minCoins;maxCoins;weight
item;minecraft:flowering_azalea_leaves;Blühendes Azaleenlaub;64;;;;100
item;minecraft:furnace;Ofen;256;;;;100
item;minecraft:ghast_tear;Ghastträne;8;;;;25
item;minecraft:gilded_blackstone;Golddurchzogener Schwarzstein;8;;;;100
item;minecraft:glass;Glass;512;;;;100
item;minecraft:glow_ink_sac;Leuchttintenbeutel;32;;;;100
item;minecraft:glow_lichen;Leuchtflechten;128;;;;100
item;minecraft:gold_ingot;Gold;64;;;;250
item;minecraft:golden_axe;Goldaxt;12;;;;100
item;minecraft:golden_boots;Goldstiefel;8;;;;100
item;minecraft:golden_carrot;Goldene Karotte;64;;;;100
item;minecraft:golden_chestplate;Goldharnisch;8;;;;100
item;minecraft:golden_helmet;Goldhelm;8;;;;100
item;minecraft:golden_hoe;Goldhacke;12;;;;100
item;minecraft:golden_leggings;Goldbeinschutz;8;;;;100
item;minecraft:golden_pickaxe;Goldspitzhacke;12;;;;100
item;minecraft:golden_shovel;Goldschaufel;12;;;;100
item;minecraft:golden_sword;Goldschwert;12;;;;100
item;minecraft:granite;Grannit;1024;;;;100
item;minecraft:grass;Grass;128;;;;100
item;minecraft:grass_block;Grassblock;512;;;;100
item;minecraft:grass_block;Grassblock;512;;;;100
item;minecraft:gravel;Kies;2048;;;;200
item;minecraft:gunpowder;Schwarzpulver;128;;;;100
item;minecraft:heart_of_the_sea;Herz des Meeres;1;;;;15
item;minecraft:honey_bottle;Honigflasche;32;;;;100
item;minecraft:honeycomb;Honigwabe;32;;;;100
item;minecraft:hopper;Trichter;32;;;;100
item;minecraft:iron_axe;Eisenaxt;16;;;;100
item;minecraft:iron_boots;Eisenstiefel;16;;;;100
item;minecraft:iron_chestplate;Eisenharnisch;16;;;;100
item;minecraft:iron_helmet;Eisenhelm;16;;;;100
item;minecraft:iron_hoe;Eisenhacke;16;;;;100
item;minecraft:iron_ingot;Eisen;128;;;;350
item;minecraft:iron_leggings;Eisenbeinschutz;16;;;;100
item;minecraft:iron_pickaxe;Eisenspitzhacke;16;;;;100
item;minecraft:iron_shovel;Eisenschaufel;16;;;;100
item;minecraft:iron_sword;Eisenschwert;16;;;;100
item;minecraft:jack_o_lantern;Kürbislaterne;32;;;;100
item;minecraft:jungle_leaves;Tropenbaumlaub;256;;;;100
item;minecraft:jungle_log;Tropenbaumstamm;1024;;;;250
item;minecraft:jungle_sapling;Tropensetzling;128;;;;100
item;minecraft:ladder;Eichenleiter;512;;;;100
item;minecraft:lantern;Laterne;64;;;;100
item;minecraft:lapis_lazuli;Lapis;64;;;;150
item;minecraft:lava_bucket;Lavaeimer;24;;;;100
item;minecraft:leather;Leder;64;;;;100
item;minecraft:leather_boots;Lederstiefel;8;;;;100
item;minecraft:leather_chestplate;Lederjacke;8;;;;100
item;minecraft:leather_helmet;Lederkappe;8;;;;100
item;minecraft:leather_leggings;Lederhose;8;;;;100
item;minecraft:lily_pad;Seerosenblatt;32;;;;100
item;minecraft:lodestone;Leitstein;2;;;;20
item;minecraft:magma_block;Magmablock;256;;;;100
item;minecraft:magma_cream;Magmacreme;64;;;;100
item;minecraft:mangrove_leaves;Mangrovenlaub;256;;;;100
item;minecraft:mangrove_log;Mangrovenstamm;512;;;;100
item;minecraft:mangrove_propagule;Mangrovenkeimling;256;;;;100
item;minecraft:map;Leere Karte;32;;;;100
item;minecraft:melon;Melone;64;;;;200
item;minecraft:moss_block;Moosblock;512;;;;100
item;minecraft:moss_carpet;Moosteppich;256;;;;100
item;minecraft:mossy_cobblestone;Bemooster Bruchstein;256;;;;100
item;minecraft:mossy_stone_bricks;Bemooste Steinziegel;256;;;;100
item;minecraft:mud;Schlamm;512;;;;100
item;minecraft:name_tag;Nametag;4;;;;100
item;minecraft:nautilus_shell;Nautilusschale;1;;;;20
item;minecraft:nautilus_shell;Nautilusschale;2;;;;50
item;minecraft:nether_wart;Netherwarze;64;;;;75
item;minecraft:netherite_ingot;Netherit;1;;;;75
item;minecraft:netherite_upgrade_smithing_template;Schmiedevorlage;1;;;;20
item;minecraft:netherrack;Netherrack;2048;;;;100
item;minecraft:oak_leaves;Eichenlaub;256;;;;100
item;minecraft:oak_log;Eichenstamm;512;;;;300
item;minecraft:oak_sapling;Eichensetzling;128;;;;100
item;minecraft:observer;Beobachter;192;;;;100
item;minecraft:obsidian;Obsidian;128;;;;100
item;minecraft:packed_mud;Fester Schlamm;256;;;;100
item;minecraft:phantom_membrane;Phantomhaut;8;;;;50
item;minecraft:player_head;Spielerkopf;1;;;;100
item;minecraft:pointed_dripstone;Spitzer Tropfstein;64;;;;100
item;minecraft:poppy;Mohn;64;;;;100
item;minecraft:potato;Kartoffel;256;;;;200
item;minecraft:prismarine_shard;Prismarinscherbe;64;;;;100
item;minecraft:pumpkin;Kürbis;64;;;;200
item;minecraft:pumpkin_pie;Kürbiskuchen;64;;;;100
item;minecraft:purpur_block;Purpur Block;256;;;;25
item;minecraft:quartz;Netherquarz;128;;;;100
item;minecraft:rabbit_foot;Hasenfuß;4;;;;50
item;minecraft:rail;Schiene;512;;;;100
item;minecraft:red_sand;Roter Sand;512;;;;100
item;minecraft:redstone;Redstone;128;;;;150
item;minecraft:respawn_anchor;Seelenanker;8;;;;50
item;minecraft:rooted_dirt;Wurzelerde;32;;;;100
item;minecraft:rotten_flesh;Verottendes Fleisch;96;;;;150
item;minecraft:sand;Sand;2048;;;;100
item;minecraft:sandstone;Sandstein;1024;;;;100
item;minecraft:scaffolding;Gerüst;256;;;;100
item;minecraft:sculk;Skulk;256;;;;100
item;minecraft:sculk_catalyst;Sculk-Katalysator;4;;;;50
item;minecraft:sea_pickle;Meeresgurke;64;;;;100
item;minecraft:shield;Schild;24;;;;100
item;minecraft:shroomlight;Pilzlicht;64;;;;75
item;minecraft:shulker_shell;Schulker;8;;;;25
item;minecraft:shulker_shell;Shilker-Shale;8;;;;50
item;minecraft:skeleton_skull;Skelettschädel;1;;;;50
item;minecraft:slime_ball;Schleimball;64;;;;100
item;minecraft:small_dripleaf;Kleines Tropfblatt;64;;;;100
item;minecraft:soul_sand;Seelensand;512;;;;100
item;minecraft:spider_eye;Spinnenauge;64;;;;100
item;minecraft:spore_blossom;Sporenblüte;4;;;;100
item;minecraft:spruce_leaves;Fichtenlaub;256;;;;100
item;minecraft:spruce_log;Fichtenstamm;1536;;;;300
item;minecraft:spruce_sapling;Fichtensetzling;128;;;;100
item;minecraft:spyglass;Fernglas;16;;;;100
item;minecraft:sticky_piston;Klebriger Kolben;256;;;;100
item;minecraft:stone_bricks;Steinziegel;1024;;;;100
item;minecraft:sugar;Zucker;64;;;;100
item;minecraft:target;Zielblock;32;;;;100
item;minecraft:terracotta;Terracotta;512;;;;100
item;minecraft:tinted_glass;Getöntes Glas;128;;;;100
item;minecraft:tnt;TNT;64;;;;100
item;minecraft:torch;Fackel;512;;;;100
item;minecraft:totem_of_undying;Totem der Unsterblichkeit;2;;;;100
item;minecraft:tuff;Tuffstein;512;;;;100
item;minecraft:vine;Ranken;128;;;;100
item;minecraft:warped_stem;Wirrstiel;256;;;;100
item;minecraft:wheat;Weizen;128;;;;200
item;minecraft:wither_rose;Wither Rose;16;;;;50
item;minecraft:wither_skeleton_skull;Wither Skelettschädel;4;;;;75
item;minecraft:ender_pearl;Ender Perle;8;16;;;75
item;minecraft:acacia_leaves;Akazienlaub;256;;;;100
