type;item;name;minAmount;maxAmount;minCoins;maxCoins;weight
item;minecraft:charcoal;Holzkohle;128;;;;100
item;minecraft:diamond;Diamant;16;;;;100
item;minecraft:emerald;Smaragd;64;;;;100
item;create:zinc_ingot;Zink;128;;;;150
item;minecraft:redstone;Redstone;128;;;;150
item;minecraft:lapis_lazuli;Lapis;64;;;;150
item;minecraft:leather_helmet;Lederkappe;8;;;;100
item;minecraft:leather_chestplate;Lederjacke;8;;;;100
item;minecraft:leather_leggings;Lederhose;8;;;;100
item;minecraft:leather_boots;Lederstiefel;8;;;;100
item;minecraft:iron_helmet;Eisenhelm;16;;;;100
item;minecraft:iron_chestplate;Eisenharnisch;16;;;;100
item;minecraft:iron_leggings;Eisenbeinschutz;16;;;;100
item;minecraft:iron_boots;Eisenstiefel;16;;;;100
item;minecraft:golden_helmet;Goldhelm;8;;;;100
item;minecraft:golden_chestplate;Goldharnisch;8;;;;100
item;minecraft:golden_leggings;Goldbeinschutz;8;;;;100
item;minecraft:golden_boots;Goldstiefel;8;;;;100
item;minecraft:diamond_helmet;Diamanthelm;6;;;;100
item;minecraft:diamond_chestplate;Diamantharnisch;6;;;;100
item;minecraft:diamond_leggings;Diamantbeinschutz;6;;;;100
item;minecraft:diamond_boots;Diamantstiefel;6;;;;100
item;minecraft:iron_pickaxe;Eisenspitzhacke;16;;;;100
item;minecraft:iron_axe;Eisenaxt;16;;;;100
item;minecraft:iron_hoe;Eisenhacke;16;;;;100
item;minecraft:iron_shovel;Eisenschaufel;16;;;;100
item;minecraft:iron_sword;Eisenschwert;16;;;;100
item;minecraft:golden_pickaxe;Goldspitzhacke;12;;;;100
item;minecraft:golden_axe;Goldaxt;12;;;;100
item;minecraft:golden_hoe;Goldhacke;12;;;;100
item;minecraft:golden_shovel;Goldschaufel;12;;;;100
item;minecraft:golden_sword;Goldschwert;12;;;;100
item;minecraft:diamond_pickaxe;Diamantspitzhacke;6;;;;100
item;minecraft:diamond_axe;Diamantaxt;6;;;;100
item;minecraft:diamond_hoe;Diamanthacke;6;;;;100
item;minecraft:diamond_shovel;Diamantschaufel;6;;;;100
item;minecraft:diamond_sword;Diamantschwert;6;;;;100
item;minecraft:chainmail_helmet;Kettenhaube;18;;;;100
item;minecraft:chainmail_chestplate;Kettenhemd;18;;;;100
item;minecraft:chainmail_leggings;Kettenhose;18;;;;100
item;minecraft:chainmail_boots;Kettenstiefel;18;;;;100
item;minecraft:firework_rocket;Feuerwerksrakete;128;;;;100
item;born_in_chaos_v1:seedof_chaos;Seed of Chaos;16;;;;75
item;minecraft:bone;Knochen;128;;;;100
item;create:belt_connector;Förderband;32;;;;100
item;minecraft:wither_skeleton_skull;Wither Skelettschädel;4;;;;75
item;minecraft:blaze_rod;Lohenrute;32;;;;75
item;botania:life_essence;Essenz des Ewigen Leben;2;;;;25
item;minecraft:nether_wart;Netherwarze;64;;;;75
item;minecraft:honey_bottle;Honigflasche;32;;;;100
item;minecraft:honeycomb;Honigwabe;32;;;;100
item;deeperdarker:warden_carapace;Warden Carapce;1;;;;25
item;supplementaries:present;Geschenk;32;;;;100
item;minecraft:arrow;Pfeil;512;;;;100
item;minecraft:shield;Schild;24;;;;100
item;irons_spellbooks:blank_rune;Blank Runestone;3;;;;50
item;irons_spellbooks:cinder_essence;Cinder Essence;8;;;;60
item;irons_spellbooks:dragonskin;Drachenhaut;2;;;;25
item;born_in_chaos_v1:fused_bone;Fused Bone;16;;;;100
item;minecraft:jack_o_lantern;Kürbislaterne;32;;;;100
item;minecraft:sea_pickle;Meeresgurke;64;;;;100
item;minecraft:end_rod;Endstab;16;;;;50
item;minecraft:spyglass;Fernglas;16;;;;100
item;minecraft:map;Leere Karte;32;;;;100
item;born_in_chaos_v1:nightmare_stalker_skull;Nightmare Stalker Skull;1;;;;50
item;create:crushing_wheel;Mahlwerk;8;;;;80
item;create:blaze_burner;Lohenbrenner;16;;;;75
item;create:mechanical_arm;Mechanischer Arm;16;;;;100
item;born_in_chaos_v1:nightmare_claw;Nightmare Stalker Claw;2;;;;50
item;born_in_chaos_v1:phantom_powder;Phantom Powder;8;;;;75
item;minecraft:magma_cream;Magmacreme;64;;;;100
item;minecraft:slime_ball;Schleimball;64;;;;100
item;born_in_chaos_v1:dark_rod;Dark Rod;8;;;;100
item;born_in_chaos_v1:shattered_skull;Shattered Skull;4;;;;100
item;born_in_chaos_v1:fire_dust;Fire Light Dust;8;;;;100
item;minecraft:shulker_shell;Shilker-Shale;8;;;;50
item;minecraft:feather;Feder;64;;;;100
item;minecraft:egg;Ei;64;;;;100
item;minecraft:cobweb;Spinnennetz;16;;;;100
item;minecraft:bookshelf;Bücherregal;32;;;;100
item;minecraft:ender_eye;Enderauge;8;;;;50
item;minecraft:target;Zielblock;32;;;;100
item;minecraft:bricks;Ziegelsteine;512;;;;100
item;minecraft:sculk_catalyst;Sculk-Katalysator;4;;;;50
item;minecolonies:gate_wood;Holztor;8;;;;15
item;minecolonies:gate_iron;Eisentor;8;;;;15
item;minecolonies:plate_armor_helmet;Plattenhelm;4;;;;15
item;minecolonies:plate_armor_chest;Plattenpanzer;4;;;;15
item;minecolonies:plate_armor_legs;Plattenhose;4;;;;15
item;minecraft:dead_bush;Toter Busch;128;;;;100
item;minecolonies:plate_armor_helmet;Plattenhelm;4;;;;15
item;minecraft:bamboo;Bambus;512;;;;100
item;minecraft:spore_blossom;Sporenblüte;4;;;;100
item;minecraft:amethyst_cluster;Amethysthaufen;32;;;;100
item;minecraft:campfire;Lagerfeuer;128;;;;100
item;irons_spellbooks:common_ink;Common Ink;16;;;;100
item;irons_spellbooks:uncommon_ink;Uncommon Ink;12;;;;100
item;irons_spellbooks:rare_ink;Rare Ink;8;;;;100
item;irons_spellbooks:epic_ink;Epic Ink;4;;;;100
item;irons_spellbooks:legendary_ink;Legendary Ink;1;;;;100
item;minecraft:gunpowder;Schwarzpulver;128;;;;100
item;born_in_chaos_v1:orbofthe_summoner;Orb of the Summoner;4;;;;100
item;born_in_chaos_v1:monster_skin;Monster Skin;32;;;;100
item;born_in_chaos_v1:fangofthe_hound_leader;Fang of the Hound Leader;1;;;;50
item;born_in_chaos_v1:lifestealer_skull;Lifestealer Skull;1;;;;50
item;minecraft:player_head;Spielerkopf;1;;;;100
item;minecraft:lava_bucket;Lavaeimer;24;;;;100
item;minecraft:glass;Glass;512;;;;100
item;minecraft:tinted_glass;Getöntes Glas;128;;;;100
item;create:brass_ingot;Messing;64;;;;75
item;minecraft:purpur_block;Purpur Block;256;;;;25
item;prettypipes:pipe;Röhre;256;;;;100
item;minecraft:skeleton_skull;Skelettschädel;1;;;;50
item;minecraft:creeper_head;Creeperschädel;1;;;;50
item;minecraft:glow_ink_sac;Leuchttintenbeutel;32;;;;100
item;born_in_chaos_v1:wood_splitter_axe;Holzaxt;2;;;;100
item;born_in_chaos_v1:diamond_termite_shard;Diamanttermintenscherbe;16;;;;100
item;irons_spellbooks:tarnished_helmet;Tarnished Crown;4;;;;100
item;born_in_chaos_v1:mesh_door;Mesh Door;2;;;;100
item;createaddition:electrum_ingot;Electrum;8;;;;75
item;irons_spellbooks:hogskin;Hogskin;16;;;;75
item;graveyard:corruption;Korruption;16;;;;100
item;minecraft:wither_rose;Wither Rose;16;;;;50
item;farmersdelight:straw;Wither Rose;64;;;;100
item;born_in_chaos_v1:trident_hayfork;Pitchfork;2;;;;75
item;born_in_chaos_v1:staff_of_magic_arrows;Staff of Magic Arrows;2;;;;75
item;deeperdarker:soul_crystal;Soul Crystal;4;;;;75
item;deeperdarker:soul_dust;Soul Dust;16;;;;75
item;deeperdarker:sculk_bone;Sculk Bone;32;;;;75
item;deeperdarker:resonarium;Resonarium;32;;;;75
item;deeperdarker:bloom_berries;Bloom Berries;256;;;;75
item;deeperdarker:echo_sapling;Echo Sappling;128;;;;75
item;deeperdarker:sculk_stone;Sculk Stone;2048;;;;75
item;deeperdarker:gloomslate;Gloomslate;2048;;;;75
item;deeperdarker:sculk_gleam;Sculk Gleam;128;;;;75
item;deeperdarker:echo_log;Echo Log;256;;;;75
item;deeperdarker:gloomy_cactus;Gloomy Cactus;64;;;;75
item;born_in_chaos_v1:gnawed_bones;Gnawed Bones;16;;;;100
